MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|GR
21/10/2023 18:00:00 - 21/10/2023 19:00:00,149.89,EUR,
21/10/2023 19:00:00 - 21/10/2023 20:00:00,133.04,EUR,
21/10/2023 20:00:00 - 21/10/2023 21:00:00,102.46,EUR,
21/10/2023 21:00:00 - 21/10/2023 22:00:00,90.0,EUR,
21/10/2023 22:00:00 - 21/10/2023 23:00:00,79.34,EUR,
21/10/2023 23:00:00 - 22/10/2023 00:00:00,42.4,EUR,
22/10/2023 00:00:00 - 22/10/2023 01:00:00,64.32,EUR,
22/10/2023 01:00:00 - 22/10/2023 02:00:00,36.29,EUR,
22/10/2023 02:00:00 - 22/10/2023 03:00:00,54.86,EUR,
22/10/2023 03:00:00 - 22/10/2023 04:00:00,52.6,EUR,
22/10/2023 04:00:00 - 22/10/2023 05:00:00,59.34,EUR,
22/10/2023 05:00:00 - 22/10/2023 06:00:00,68.13,EUR,
22/10/2023 06:00:00 - 22/10/2023 07:00:00,61.0,EUR,
22/10/2023 07:00:00 - 22/10/2023 08:00:00,58.34,EUR,
22/10/2023 08:00:00 - 22/10/2023 09:00:00,72.65,EUR,
22/10/2023 09:00:00 - 22/10/2023 10:00:00,77.6,EUR,
22/10/2023 10:00:00 - 22/10/2023 11:00:00,70.06,EUR,
22/10/2023 11:00:00 - 22/10/2023 12:00:00,60.84,EUR,
22/10/2023 12:00:00 - 22/10/2023 13:00:00,44.99,EUR,
22/10/2023 13:00:00 - 22/10/2023 14:00:00,29.19,EUR,
22/10/2023 14:00:00 - 22/10/2023 15:00:00,45.37,EUR,
22/10/2023 15:00:00 - 22/10/2023 16:00:00,64.37,EUR,
22/10/2023 16:00:00 - 22/10/2023 17:00:00,84.33,EUR,
22/10/2023 17:00:00 - 22/10/2023 18:00:00,122.0,EUR,
22/10/2023 18:00:00 - 22/10/2023 19:00:00,135.71,EUR,
22/10/2023 19:00:00 - 22/10/2023 20:00:00,139.21,EUR,
22/10/2023 20:00:00 - 22/10/2023 21:00:00,126.19,EUR,
22/10/2023 21:00:00 - 22/10/2023 22:00:00,112.47,EUR,
22/10/2023 22:00:00 - 22/10/2023 23:00:00,102.19,EUR,
22/10/2023 23:00:00 - 23/10/2023 00:00:00,96.77,EUR,
23/10/2023 00:00:00 - 23/10/2023 01:00:00,101.61,EUR,
23/10/2023 01:00:00 - 23/10/2023 02:00:00,100.25,EUR,
23/10/2023 02:00:00 - 23/10/2023 03:00:00,101.28,EUR,
23/10/2023 03:00:00 - 23/10/2023 04:00:00,99.99,EUR,
23/10/2023 04:00:00 - 23/10/2023 05:00:00,98.46,EUR,
23/10/2023 05:00:00 - 23/10/2023 06:00:00,104.73,EUR,
23/10/2023 06:00:00 - 23/10/2023 07:00:00,142.74,EUR,
23/10/2023 07:00:00 - 23/10/2023 08:00:00,176.4,EUR,
23/10/2023 08:00:00 - 23/10/2023 09:00:00,190.0,EUR,
23/10/2023 09:00:00 - 23/10/2023 10:00:00,151.41,EUR,
23/10/2023 10:00:00 - 23/10/2023 11:00:00,128.07,EUR,
23/10/2023 11:00:00 - 23/10/2023 12:00:00,109.03,EUR,
23/10/2023 12:00:00 - 23/10/2023 13:00:00,102.26,EUR,
23/10/2023 13:00:00 - 23/10/2023 14:00:00,103.23,EUR,
23/10/2023 14:00:00 - 23/10/2023 15:00:00,107.0,EUR,
23/10/2023 15:00:00 - 23/10/2023 16:00:00,128.95,EUR,
23/10/2023 16:00:00 - 23/10/2023 17:00:00,147.08,EUR,
23/10/2023 17:00:00 - 23/10/2023 18:00:00,174.83,EUR,
23/10/2023 18:00:00 - 23/10/2023 19:00:00,271.3,EUR,
23/10/2023 19:00:00 - 23/10/2023 20:00:00,205.1,EUR,
23/10/2023 20:00:00 - 23/10/2023 21:00:00,165.43,EUR,
23/10/2023 21:00:00 - 23/10/2023 22:00:00,149.44,EUR,
23/10/2023 22:00:00 - 23/10/2023 23:00:00,125.2,EUR,
23/10/2023 23:00:00 - 24/10/2023 00:00:00,138.25,EUR,
24/10/2023 00:00:00 - 24/10/2023 01:00:00,101.33,EUR,
24/10/2023 01:00:00 - 24/10/2023 02:00:00,97.21,EUR,
24/10/2023 02:00:00 - 24/10/2023 03:00:00,94.54,EUR,
24/10/2023 03:00:00 - 24/10/2023 04:00:00,89.46,EUR,
24/10/2023 04:00:00 - 24/10/2023 05:00:00,95.13,EUR,
24/10/2023 05:00:00 - 24/10/2023 06:00:00,99.18,EUR,
24/10/2023 06:00:00 - 24/10/2023 07:00:00,143.68,EUR,
24/10/2023 07:00:00 - 24/10/2023 08:00:00,167.17,EUR,
24/10/2023 08:00:00 - 24/10/2023 09:00:00,155.3,EUR,
24/10/2023 09:00:00 - 24/10/2023 10:00:00,136.35,EUR,
24/10/2023 10:00:00 - 24/10/2023 11:00:00,128.37,EUR,
24/10/2023 11:00:00 - 24/10/2023 12:00:00,125.0,EUR,
24/10/2023 12:00:00 - 24/10/2023 13:00:00,118.99,EUR,
24/10/2023 13:00:00 - 24/10/2023 14:00:00,112.54,EUR,
24/10/2023 14:00:00 - 24/10/2023 15:00:00,114.35,EUR,
24/10/2023 15:00:00 - 24/10/2023 16:00:00,137.89,EUR,
24/10/2023 16:00:00 - 24/10/2023 17:00:00,144.9,EUR,
24/10/2023 17:00:00 - 24/10/2023 18:00:00,146.08,EUR,
24/10/2023 18:00:00 - 24/10/2023 19:00:00,164.39,EUR,
24/10/2023 19:00:00 - 24/10/2023 20:00:00,164.91,EUR,
24/10/2023 20:00:00 - 24/10/2023 21:00:00,133.45,EUR,
24/10/2023 21:00:00 - 24/10/2023 22:00:00,119.31,EUR,
24/10/2023 22:00:00 - 24/10/2023 23:00:00,114.1,EUR,
24/10/2023 23:00:00 - 25/10/2023 00:00:00,102.78,EUR,
25/10/2023 00:00:00 - 25/10/2023 01:00:00,99.07,EUR,
25/10/2023 01:00:00 - 25/10/2023 02:00:00,94.56,EUR,
25/10/2023 02:00:00 - 25/10/2023 03:00:00,89.5,EUR,
25/10/2023 03:00:00 - 25/10/2023 04:00:00,86.14,EUR,
25/10/2023 04:00:00 - 25/10/2023 05:00:00,84.1,EUR,
25/10/2023 05:00:00 - 25/10/2023 06:00:00,93.6,EUR,
25/10/2023 06:00:00 - 25/10/2023 07:00:00,121.64,EUR,
25/10/2023 07:00:00 - 25/10/2023 08:00:00,149.02,EUR,
25/10/2023 08:00:00 - 25/10/2023 09:00:00,151.82,EUR,
25/10/2023 09:00:00 - 25/10/2023 10:00:00,142.1,EUR,
25/10/2023 10:00:00 - 25/10/2023 11:00:00,129.75,EUR,
25/10/2023 11:00:00 - 25/10/2023 12:00:00,124.76,EUR,
25/10/2023 12:00:00 - 25/10/2023 13:00:00,118.09,EUR,
25/10/2023 13:00:00 - 25/10/2023 14:00:00,115.53,EUR,
25/10/2023 14:00:00 - 25/10/2023 15:00:00,122.1,EUR,
25/10/2023 15:00:00 - 25/10/2023 16:00:00,137.4,EUR,
25/10/2023 16:00:00 - 25/10/2023 17:00:00,141.57,EUR,
25/10/2023 17:00:00 - 25/10/2023 18:00:00,144.48,EUR,
25/10/2023 18:00:00 - 25/10/2023 19:00:00,156.18,EUR,
25/10/2023 19:00:00 - 25/10/2023 20:00:00,163.77,EUR,
25/10/2023 20:00:00 - 25/10/2023 21:00:00,142.35,EUR,
25/10/2023 21:00:00 - 25/10/2023 22:00:00,130.55,EUR,
25/10/2023 22:00:00 - 25/10/2023 23:00:00,120.07,EUR,
25/10/2023 23:00:00 - 26/10/2023 00:00:00,112.8,EUR,
26/10/2023 00:00:00 - 26/10/2023 01:00:00,90.22,EUR,
26/10/2023 01:00:00 - 26/10/2023 02:00:00,90.77,EUR,
26/10/2023 02:00:00 - 26/10/2023 03:00:00,88.72,EUR,
26/10/2023 03:00:00 - 26/10/2023 04:00:00,87.76,EUR,
26/10/2023 04:00:00 - 26/10/2023 05:00:00,90.37,EUR,
26/10/2023 05:00:00 - 26/10/2023 06:00:00,100.0,EUR,
26/10/2023 06:00:00 - 26/10/2023 07:00:00,130.68,EUR,
26/10/2023 07:00:00 - 26/10/2023 08:00:00,147.81,EUR,
26/10/2023 08:00:00 - 26/10/2023 09:00:00,154.67,EUR,
26/10/2023 09:00:00 - 26/10/2023 10:00:00,149.0,EUR,
26/10/2023 10:00:00 - 26/10/2023 11:00:00,146.37,EUR,
26/10/2023 11:00:00 - 26/10/2023 12:00:00,140.0,EUR,
26/10/2023 12:00:00 - 26/10/2023 13:00:00,131.11,EUR,
26/10/2023 13:00:00 - 26/10/2023 14:00:00,115.3,EUR,
26/10/2023 14:00:00 - 26/10/2023 15:00:00,119.6,EUR,
26/10/2023 15:00:00 - 26/10/2023 16:00:00,125.0,EUR,
26/10/2023 16:00:00 - 26/10/2023 17:00:00,132.57,EUR,
26/10/2023 17:00:00 - 26/10/2023 18:00:00,142.06,EUR,
26/10/2023 18:00:00 - 26/10/2023 19:00:00,166.3,EUR,
26/10/2023 19:00:00 - 26/10/2023 20:00:00,175.5,EUR,
26/10/2023 20:00:00 - 26/10/2023 21:00:00,141.5,EUR,
26/10/2023 21:00:00 - 26/10/2023 22:00:00,122.5,EUR,
26/10/2023 22:00:00 - 26/10/2023 23:00:00,117.06,EUR,
26/10/2023 23:00:00 - 27/10/2023 00:00:00,104.85,EUR,
27/10/2023 00:00:00 - 27/10/2023 01:00:00,104.56,EUR,
27/10/2023 01:00:00 - 27/10/2023 02:00:00,97.0,EUR,
27/10/2023 02:00:00 - 27/10/2023 03:00:00,92.64,EUR,
27/10/2023 03:00:00 - 27/10/2023 04:00:00,90.52,EUR,
27/10/2023 04:00:00 - 27/10/2023 05:00:00,91.39,EUR,
27/10/2023 05:00:00 - 27/10/2023 06:00:00,100.02,EUR,
27/10/2023 06:00:00 - 27/10/2023 07:00:00,132.57,EUR,
27/10/2023 07:00:00 - 27/10/2023 08:00:00,148.69,EUR,
27/10/2023 08:00:00 - 27/10/2023 09:00:00,138.83,EUR,
27/10/2023 09:00:00 - 27/10/2023 10:00:00,101.59,EUR,
27/10/2023 10:00:00 - 27/10/2023 11:00:00,97.3,EUR,
27/10/2023 11:00:00 - 27/10/2023 12:00:00,106.62,EUR,
27/10/2023 12:00:00 - 27/10/2023 13:00:00,89.69,EUR,
27/10/2023 13:00:00 - 27/10/2023 14:00:00,60.0,EUR,
27/10/2023 14:00:00 - 27/10/2023 15:00:00,70.1,EUR,
27/10/2023 15:00:00 - 27/10/2023 16:00:00,106.69,EUR,
27/10/2023 16:00:00 - 27/10/2023 17:00:00,121.01,EUR,
27/10/2023 17:00:00 - 27/10/2023 18:00:00,142.84,EUR,
27/10/2023 18:00:00 - 27/10/2023 19:00:00,147.72,EUR,
27/10/2023 19:00:00 - 27/10/2023 20:00:00,146.78,EUR,
27/10/2023 20:00:00 - 27/10/2023 21:00:00,129.91,EUR,
27/10/2023 21:00:00 - 27/10/2023 22:00:00,105.35,EUR,
27/10/2023 22:00:00 - 27/10/2023 23:00:00,98.53,EUR,
27/10/2023 23:00:00 - 28/10/2023 00:00:00,93.7,EUR,
28/10/2023 00:00:00 - 28/10/2023 01:00:00,84.6,EUR,
28/10/2023 01:00:00 - 28/10/2023 02:00:00,68.61,EUR,
28/10/2023 02:00:00 - 28/10/2023 03:00:00,64.59,EUR,
28/10/2023 03:00:00 - 28/10/2023 04:00:00,55.0,EUR,
28/10/2023 04:00:00 - 28/10/2023 05:00:00,58.93,EUR,
28/10/2023 05:00:00 - 28/10/2023 06:00:00,97.02,EUR,
28/10/2023 06:00:00 - 28/10/2023 07:00:00,103.06,EUR,
28/10/2023 07:00:00 - 28/10/2023 08:00:00,108.41,EUR,
28/10/2023 08:00:00 - 28/10/2023 09:00:00,111.55,EUR,
28/10/2023 09:00:00 - 28/10/2023 10:00:00,110.82,EUR,
28/10/2023 10:00:00 - 28/10/2023 11:00:00,87.01,EUR,
28/10/2023 11:00:00 - 28/10/2023 12:00:00,69.71,EUR,
28/10/2023 12:00:00 - 28/10/2023 13:00:00,65.86,EUR,
28/10/2023 13:00:00 - 28/10/2023 14:00:00,62.98,EUR,
28/10/2023 14:00:00 - 28/10/2023 15:00:00,66.87,EUR,
28/10/2023 15:00:00 - 28/10/2023 16:00:00,80.14,EUR,
28/10/2023 16:00:00 - 28/10/2023 17:00:00,109.23,EUR,
28/10/2023 17:00:00 - 28/10/2023 18:00:00,135.98,EUR,
28/10/2023 18:00:00 - 28/10/2023 19:00:00,155.57,EUR,
28/10/2023 19:00:00 - 28/10/2023 20:00:00,139.5,EUR,
28/10/2023 20:00:00 - 28/10/2023 21:00:00,126.34,EUR,
28/10/2023 21:00:00 - 28/10/2023 22:00:00,105.43,EUR,
28/10/2023 22:00:00 - 28/10/2023 23:00:00,95.48,EUR,
28/10/2023 23:00:00 - 29/10/2023 00:00:00,96.85,EUR,
29/10/2023 00:00:00 - 29/10/2023 01:00:00,176.49,EUR,
29/10/2023 01:00:00 - 29/10/2023 02:00:00,186.49,EUR,
29/10/2023 02:00:00 - 29/10/2023 03:00:00,191.49,EUR,
29/10/2023 02:00:00 - 29/10/2023 03:00:00,216.49,EUR,
29/10/2023 03:00:00 - 29/10/2023 04:00:00,186.49,EUR,
29/10/2023 04:00:00 - 29/10/2023 05:00:00,191.49,EUR,
29/10/2023 05:00:00 - 29/10/2023 06:00:00,196.49,EUR,
29/10/2023 06:00:00 - 29/10/2023 07:00:00,171.49,EUR,
29/10/2023 07:00:00 - 29/10/2023 08:00:00,100.49,EUR,
29/10/2023 08:00:00 - 29/10/2023 09:00:00,10.0,EUR,
29/10/2023 09:00:00 - 29/10/2023 10:00:00,3.04,EUR,
29/10/2023 10:00:00 - 29/10/2023 11:00:00,0.41,EUR,
29/10/2023 11:00:00 - 29/10/2023 12:00:00,10.0,EUR,
29/10/2023 12:00:00 - 29/10/2023 13:00:00,38.7,EUR,
29/10/2023 13:00:00 - 29/10/2023 14:00:00,94.55,EUR,
29/10/2023 14:00:00 - 29/10/2023 15:00:00,181.49,EUR,
29/10/2023 15:00:00 - 29/10/2023 16:00:00,211.49,EUR,
29/10/2023 16:00:00 - 29/10/2023 17:00:00,171.49,EUR,
29/10/2023 17:00:00 - 29/10/2023 18:00:00,118.57,EUR,
29/10/2023 18:00:00 - 29/10/2023 19:00:00,151.05,EUR,
29/10/2023 19:00:00 - 29/10/2023 20:00:00,132.56,EUR,
29/10/2023 20:00:00 - 29/10/2023 21:00:00,107.27,EUR,
29/10/2023 21:00:00 - 29/10/2023 22:00:00,40.0,EUR,
29/10/2023 22:00:00 - 29/10/2023 23:00:00,94.94,EUR,
29/10/2023 23:00:00 - 30/10/2023 00:00:00,94.0,EUR,
30/10/2023 00:00:00 - 30/10/2023 01:00:00,96.7,EUR,
30/10/2023 01:00:00 - 30/10/2023 02:00:00,62.98,EUR,
30/10/2023 02:00:00 - 30/10/2023 03:00:00,46.32,EUR,
30/10/2023 03:00:00 - 30/10/2023 04:00:00,41.07,EUR,
30/10/2023 04:00:00 - 30/10/2023 05:00:00,62.18,EUR,
30/10/2023 05:00:00 - 30/10/2023 06:00:00,102.98,EUR,
30/10/2023 06:00:00 - 30/10/2023 07:00:00,133.14,EUR,
30/10/2023 07:00:00 - 30/10/2023 08:00:00,125.79,EUR,
30/10/2023 08:00:00 - 30/10/2023 09:00:00,111.0,EUR,
30/10/2023 09:00:00 - 30/10/2023 10:00:00,103.0,EUR,
30/10/2023 10:00:00 - 30/10/2023 11:00:00,90.0,EUR,
30/10/2023 11:00:00 - 30/10/2023 12:00:00,96.17,EUR,
30/10/2023 12:00:00 - 30/10/2023 13:00:00,102.55,EUR,
30/10/2023 13:00:00 - 30/10/2023 14:00:00,114.62,EUR,
30/10/2023 14:00:00 - 30/10/2023 15:00:00,123.98,EUR,
30/10/2023 15:00:00 - 30/10/2023 16:00:00,139.45,EUR,
30/10/2023 16:00:00 - 30/10/2023 17:00:00,164.25,EUR,
30/10/2023 17:00:00 - 30/10/2023 18:00:00,170.0,EUR,
30/10/2023 18:00:00 - 30/10/2023 19:00:00,171.0,EUR,
30/10/2023 19:00:00 - 30/10/2023 20:00:00,165.0,EUR,
30/10/2023 20:00:00 - 30/10/2023 21:00:00,133.05,EUR,
30/10/2023 21:00:00 - 30/10/2023 22:00:00,122.01,EUR,
30/10/2023 22:00:00 - 30/10/2023 23:00:00,114.35,EUR,
30/10/2023 23:00:00 - 31/10/2023 00:00:00,99.99,EUR,
31/10/2023 00:00:00 - 31/10/2023 01:00:00,86.05,EUR,
31/10/2023 01:00:00 - 31/10/2023 02:00:00,79.2,EUR,
31/10/2023 02:00:00 - 31/10/2023 03:00:00,71.96,EUR,
31/10/2023 03:00:00 - 31/10/2023 04:00:00,64.8,EUR,
31/10/2023 04:00:00 - 31/10/2023 05:00:00,65.5,EUR,
31/10/2023 05:00:00 - 31/10/2023 06:00:00,75.26,EUR,
31/10/2023 06:00:00 - 31/10/2023 07:00:00,120.01,EUR,
31/10/2023 07:00:00 - 31/10/2023 08:00:00,113.57,EUR,
31/10/2023 08:00:00 - 31/10/2023 09:00:00,112.84,EUR,
31/10/2023 09:00:00 - 31/10/2023 10:00:00,103.56,EUR,
31/10/2023 10:00:00 - 31/10/2023 11:00:00,95.49,EUR,
31/10/2023 11:00:00 - 31/10/2023 12:00:00,103.25,EUR,
31/10/2023 12:00:00 - 31/10/2023 13:00:00,101.78,EUR,
31/10/2023 13:00:00 - 31/10/2023 14:00:00,99.27,EUR,
31/10/2023 14:00:00 - 31/10/2023 15:00:00,107.36,EUR,
31/10/2023 15:00:00 - 31/10/2023 16:00:00,119.55,EUR,
31/10/2023 16:00:00 - 31/10/2023 17:00:00,135.11,EUR,
31/10/2023 17:00:00 - 31/10/2023 18:00:00,161.81,EUR,
31/10/2023 18:00:00 - 31/10/2023 19:00:00,172.04,EUR,
31/10/2023 19:00:00 - 31/10/2023 20:00:00,152.92,EUR,
31/10/2023 20:00:00 - 31/10/2023 21:00:00,125.88,EUR,
31/10/2023 21:00:00 - 31/10/2023 22:00:00,115.92,EUR,
31/10/2023 22:00:00 - 31/10/2023 23:00:00,102.04,EUR,
31/10/2023 23:00:00 - 01/11/2023 00:00:00,49.96,EUR,
01/11/2023 00:00:00 - 01/11/2023 01:00:00,65.11,EUR,
01/11/2023 01:00:00 - 01/11/2023 02:00:00,59.14,EUR,
01/11/2023 02:00:00 - 01/11/2023 03:00:00,54.06,EUR,
01/11/2023 03:00:00 - 01/11/2023 04:00:00,67.82,EUR,
01/11/2023 04:00:00 - 01/11/2023 05:00:00,100.5,EUR,
01/11/2023 05:00:00 - 01/11/2023 06:00:00,99.97,EUR,
01/11/2023 06:00:00 - 01/11/2023 07:00:00,139.47,EUR,
01/11/2023 07:00:00 - 01/11/2023 08:00:00,119.95,EUR,
01/11/2023 08:00:00 - 01/11/2023 09:00:00,100.0,EUR,
01/11/2023 09:00:00 - 01/11/2023 10:00:00,99.08,EUR,
01/11/2023 10:00:00 - 01/11/2023 11:00:00,95.0,EUR,
01/11/2023 11:00:00 - 01/11/2023 12:00:00,98.07,EUR,
01/11/2023 12:00:00 - 01/11/2023 13:00:00,102.76,EUR,
01/11/2023 13:00:00 - 01/11/2023 14:00:00,134.53,EUR,
01/11/2023 14:00:00 - 01/11/2023 15:00:00,209.17,EUR,
01/11/2023 15:00:00 - 01/11/2023 16:00:00,209.17,EUR,
01/11/2023 16:00:00 - 01/11/2023 17:00:00,223.7,EUR,
01/11/2023 17:00:00 - 01/11/2023 18:00:00,223.7,EUR,
01/11/2023 18:00:00 - 01/11/2023 19:00:00,231.1,EUR,
01/11/2023 19:00:00 - 01/11/2023 20:00:00,213.1,EUR,
01/11/2023 20:00:00 - 01/11/2023 21:00:00,149.45,EUR,
01/11/2023 21:00:00 - 01/11/2023 22:00:00,133.05,EUR,
01/11/2023 22:00:00 - 01/11/2023 23:00:00,90.0,EUR,
01/11/2023 23:00:00 - 02/11/2023 00:00:00,68.0,EUR,
02/11/2023 00:00:00 - 02/11/2023 01:00:00,49.04,EUR,
02/11/2023 01:00:00 - 02/11/2023 02:00:00,109.18,EUR,
02/11/2023 02:00:00 - 02/11/2023 03:00:00,108.69,EUR,
02/11/2023 03:00:00 - 02/11/2023 04:00:00,109.53,EUR,
02/11/2023 04:00:00 - 02/11/2023 05:00:00,111.61,EUR,
02/11/2023 05:00:00 - 02/11/2023 06:00:00,136.09,EUR,
02/11/2023 06:00:00 - 02/11/2023 07:00:00,142.1,EUR,
02/11/2023 07:00:00 - 02/11/2023 08:00:00,142.1,EUR,
02/11/2023 08:00:00 - 02/11/2023 09:00:00,142.09,EUR,
02/11/2023 09:00:00 - 02/11/2023 10:00:00,103.66,EUR,
02/11/2023 10:00:00 - 02/11/2023 11:00:00,99.99,EUR,
02/11/2023 11:00:00 - 02/11/2023 12:00:00,98.06,EUR,
02/11/2023 12:00:00 - 02/11/2023 13:00:00,110.51,EUR,
02/11/2023 13:00:00 - 02/11/2023 14:00:00,106.44,EUR,
02/11/2023 14:00:00 - 02/11/2023 15:00:00,91.01,EUR,
02/11/2023 15:00:00 - 02/11/2023 16:00:00,136.17,EUR,
02/11/2023 16:00:00 - 02/11/2023 17:00:00,219.06,EUR,
02/11/2023 17:00:00 - 02/11/2023 18:00:00,255.57,EUR,
02/11/2023 18:00:00 - 02/11/2023 19:00:00,232.86,EUR,
02/11/2023 19:00:00 - 02/11/2023 20:00:00,167.87,EUR,
02/11/2023 20:00:00 - 02/11/2023 21:00:00,133.05,EUR,
02/11/2023 21:00:00 - 02/11/2023 22:00:00,102.94,EUR,
02/11/2023 22:00:00 - 02/11/2023 23:00:00,72.27,EUR,
02/11/2023 23:00:00 - 03/11/2023 00:00:00,57.04,EUR,
03/11/2023 00:00:00 - 03/11/2023 01:00:00,44.65,EUR,
03/11/2023 01:00:00 - 03/11/2023 02:00:00,55.97,EUR,
03/11/2023 02:00:00 - 03/11/2023 03:00:00,41.07,EUR,
03/11/2023 03:00:00 - 03/11/2023 04:00:00,41.07,EUR,
03/11/2023 04:00:00 - 03/11/2023 05:00:00,60.9,EUR,
03/11/2023 05:00:00 - 03/11/2023 06:00:00,74.43,EUR,
03/11/2023 06:00:00 - 03/11/2023 07:00:00,119.22,EUR,
03/11/2023 07:00:00 - 03/11/2023 08:00:00,136.7,EUR,
03/11/2023 08:00:00 - 03/11/2023 09:00:00,116.56,EUR,
03/11/2023 09:00:00 - 03/11/2023 10:00:00,89.59,EUR,
03/11/2023 10:00:00 - 03/11/2023 11:00:00,85.01,EUR,
03/11/2023 11:00:00 - 03/11/2023 12:00:00,76.29,EUR,
03/11/2023 12:00:00 - 03/11/2023 13:00:00,73.0,EUR,
03/11/2023 13:00:00 - 03/11/2023 14:00:00,74.37,EUR,
03/11/2023 14:00:00 - 03/11/2023 15:00:00,81.37,EUR,
03/11/2023 15:00:00 - 03/11/2023 16:00:00,105.61,EUR,
03/11/2023 16:00:00 - 03/11/2023 17:00:00,109.88,EUR,
03/11/2023 17:00:00 - 03/11/2023 18:00:00,122.0,EUR,
03/11/2023 18:00:00 - 03/11/2023 19:00:00,114.63,EUR,
03/11/2023 19:00:00 - 03/11/2023 20:00:00,95.18,EUR,
03/11/2023 20:00:00 - 03/11/2023 21:00:00,79.78,EUR,
03/11/2023 21:00:00 - 03/11/2023 22:00:00,54.41,EUR,
03/11/2023 22:00:00 - 03/11/2023 23:00:00,45.53,EUR,
03/11/2023 23:00:00 - 04/11/2023 00:00:00,23.18,EUR,
04/11/2023 00:00:00 - 04/11/2023 01:00:00,45.72,EUR,
04/11/2023 01:00:00 - 04/11/2023 02:00:00,32.06,EUR,
04/11/2023 02:00:00 - 04/11/2023 03:00:00,30.0,EUR,
04/11/2023 03:00:00 - 04/11/2023 04:00:00,22.01,EUR,
04/11/2023 04:00:00 - 04/11/2023 05:00:00,19.19,EUR,
04/11/2023 05:00:00 - 04/11/2023 06:00:00,15.4,EUR,
04/11/2023 06:00:00 - 04/11/2023 07:00:00,16.13,EUR,
04/11/2023 07:00:00 - 04/11/2023 08:00:00,25.08,EUR,
04/11/2023 08:00:00 - 04/11/2023 09:00:00,25.85,EUR,
04/11/2023 09:00:00 - 04/11/2023 10:00:00,20.0,EUR,
04/11/2023 10:00:00 - 04/11/2023 11:00:00,13.95,EUR,
04/11/2023 11:00:00 - 04/11/2023 12:00:00,15.2,EUR,
04/11/2023 12:00:00 - 04/11/2023 13:00:00,20.0,EUR,
04/11/2023 13:00:00 - 04/11/2023 14:00:00,21.14,EUR,
04/11/2023 14:00:00 - 04/11/2023 15:00:00,30.8,EUR,
04/11/2023 15:00:00 - 04/11/2023 16:00:00,89.9,EUR,
04/11/2023 16:00:00 - 04/11/2023 17:00:00,118.58,EUR,
04/11/2023 17:00:00 - 04/11/2023 18:00:00,122.0,EUR,
04/11/2023 18:00:00 - 04/11/2023 19:00:00,68.33,EUR,
04/11/2023 19:00:00 - 04/11/2023 20:00:00,60.0,EUR,
04/11/2023 20:00:00 - 04/11/2023 21:00:00,111.36,EUR,
04/11/2023 21:00:00 - 04/11/2023 22:00:00,114.72,EUR,
04/11/2023 22:00:00 - 04/11/2023 23:00:00,94.93,EUR,
04/11/2023 23:00:00 - 05/11/2023 00:00:00,50.42,EUR,
05/11/2023 00:00:00 - 05/11/2023 01:00:00,15.0,EUR,
05/11/2023 01:00:00 - 05/11/2023 02:00:00,20.0,EUR,
05/11/2023 02:00:00 - 05/11/2023 03:00:00,20.35,EUR,
05/11/2023 03:00:00 - 05/11/2023 04:00:00,30.0,EUR,
05/11/2023 04:00:00 - 05/11/2023 05:00:00,36.67,EUR,
05/11/2023 05:00:00 - 05/11/2023 06:00:00,30.14,EUR,
05/11/2023 06:00:00 - 05/11/2023 07:00:00,8.08,EUR,
05/11/2023 07:00:00 - 05/11/2023 08:00:00,14.87,EUR,
05/11/2023 08:00:00 - 05/11/2023 09:00:00,19.49,EUR,
05/11/2023 09:00:00 - 05/11/2023 10:00:00,13.13,EUR,
05/11/2023 10:00:00 - 05/11/2023 11:00:00,1.0,EUR,
05/11/2023 11:00:00 - 05/11/2023 12:00:00,1.0,EUR,
05/11/2023 12:00:00 - 05/11/2023 13:00:00,0.98,EUR,
05/11/2023 13:00:00 - 05/11/2023 14:00:00,8.99,EUR,
05/11/2023 14:00:00 - 05/11/2023 15:00:00,34.7,EUR,
05/11/2023 15:00:00 - 05/11/2023 16:00:00,52.93,EUR,
05/11/2023 16:00:00 - 05/11/2023 17:00:00,70.48,EUR,
05/11/2023 17:00:00 - 05/11/2023 18:00:00,78.08,EUR,
05/11/2023 18:00:00 - 05/11/2023 19:00:00,78.14,EUR,
05/11/2023 19:00:00 - 05/11/2023 20:00:00,65.35,EUR,
05/11/2023 20:00:00 - 05/11/2023 21:00:00,46.77,EUR,
05/11/2023 21:00:00 - 05/11/2023 22:00:00,27.3,EUR,
05/11/2023 22:00:00 - 05/11/2023 23:00:00,22.86,EUR,
05/11/2023 23:00:00 - 06/11/2023 00:00:00,15.92,EUR,
06/11/2023 00:00:00 - 06/11/2023 01:00:00,5.59,EUR,
06/11/2023 01:00:00 - 06/11/2023 02:00:00,2.08,EUR,
06/11/2023 02:00:00 - 06/11/2023 03:00:00,1.01,EUR,
06/11/2023 03:00:00 - 06/11/2023 04:00:00,0.88,EUR,
06/11/2023 04:00:00 - 06/11/2023 05:00:00,4.3,EUR,
06/11/2023 05:00:00 - 06/11/2023 06:00:00,38.2,EUR,
06/11/2023 06:00:00 - 06/11/2023 07:00:00,123.57,EUR,
06/11/2023 07:00:00 - 06/11/2023 08:00:00,133.04,EUR,
06/11/2023 08:00:00 - 06/11/2023 09:00:00,99.2,EUR,
06/11/2023 09:00:00 - 06/11/2023 10:00:00,74.99,EUR,
