MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|GR
16/01/2023 12:00:00 - 16/01/2023 13:00:00,156.31,EUR,
16/01/2023 13:00:00 - 16/01/2023 14:00:00,158.68,EUR,
16/01/2023 14:00:00 - 16/01/2023 15:00:00,168.49,EUR,
16/01/2023 15:00:00 - 16/01/2023 16:00:00,231.04,EUR,
16/01/2023 16:00:00 - 16/01/2023 17:00:00,274.42,EUR,
16/01/2023 17:00:00 - 16/01/2023 18:00:00,277.71,EUR,
16/01/2023 18:00:00 - 16/01/2023 19:00:00,274.29,EUR,
16/01/2023 19:00:00 - 16/01/2023 20:00:00,276.82,EUR,
16/01/2023 20:00:00 - 16/01/2023 21:00:00,270.85,EUR,
16/01/2023 21:00:00 - 16/01/2023 22:00:00,169.98,EUR,
16/01/2023 22:00:00 - 16/01/2023 23:00:00,142.0,EUR,
16/01/2023 23:00:00 - 17/01/2023 00:00:00,69.7,EUR,
17/01/2023 00:00:00 - 17/01/2023 01:00:00,117.97,EUR,
17/01/2023 01:00:00 - 17/01/2023 02:00:00,50.0,EUR,
17/01/2023 02:00:00 - 17/01/2023 03:00:00,50.0,EUR,
17/01/2023 03:00:00 - 17/01/2023 04:00:00,50.0,EUR,
17/01/2023 04:00:00 - 17/01/2023 05:00:00,50.0,EUR,
17/01/2023 05:00:00 - 17/01/2023 06:00:00,116.15,EUR,
17/01/2023 06:00:00 - 17/01/2023 07:00:00,159.2,EUR,
17/01/2023 07:00:00 - 17/01/2023 08:00:00,192.49,EUR,
17/01/2023 08:00:00 - 17/01/2023 09:00:00,168.16,EUR,
17/01/2023 09:00:00 - 17/01/2023 10:00:00,157.17,EUR,
17/01/2023 10:00:00 - 17/01/2023 11:00:00,136.9,EUR,
17/01/2023 11:00:00 - 17/01/2023 12:00:00,114.6,EUR,
17/01/2023 12:00:00 - 17/01/2023 13:00:00,115.21,EUR,
17/01/2023 13:00:00 - 17/01/2023 14:00:00,117.04,EUR,
17/01/2023 14:00:00 - 17/01/2023 15:00:00,139.07,EUR,
17/01/2023 15:00:00 - 17/01/2023 16:00:00,167.28,EUR,
17/01/2023 16:00:00 - 17/01/2023 17:00:00,181.33,EUR,
17/01/2023 17:00:00 - 17/01/2023 18:00:00,189.76,EUR,
17/01/2023 18:00:00 - 17/01/2023 19:00:00,159.8,EUR,
17/01/2023 19:00:00 - 17/01/2023 20:00:00,166.7,EUR,
17/01/2023 20:00:00 - 17/01/2023 21:00:00,159.2,EUR,
17/01/2023 21:00:00 - 17/01/2023 22:00:00,135.1,EUR,
17/01/2023 22:00:00 - 17/01/2023 23:00:00,141.2,EUR,
17/01/2023 23:00:00 - 18/01/2023 00:00:00,145.22,EUR,
18/01/2023 00:00:00 - 18/01/2023 01:00:00,20.0,EUR,
18/01/2023 01:00:00 - 18/01/2023 02:00:00,6.07,EUR,
18/01/2023 02:00:00 - 18/01/2023 03:00:00,0.56,EUR,
18/01/2023 03:00:00 - 18/01/2023 04:00:00,0.56,EUR,
18/01/2023 04:00:00 - 18/01/2023 05:00:00,3.0,EUR,
18/01/2023 05:00:00 - 18/01/2023 06:00:00,33.45,EUR,
18/01/2023 06:00:00 - 18/01/2023 07:00:00,151.39,EUR,
18/01/2023 07:00:00 - 18/01/2023 08:00:00,155.96,EUR,
18/01/2023 08:00:00 - 18/01/2023 09:00:00,151.39,EUR,
18/01/2023 09:00:00 - 18/01/2023 10:00:00,133.88,EUR,
18/01/2023 10:00:00 - 18/01/2023 11:00:00,50.0,EUR,
18/01/2023 11:00:00 - 18/01/2023 12:00:00,9.72,EUR,
18/01/2023 12:00:00 - 18/01/2023 13:00:00,20.0,EUR,
18/01/2023 13:00:00 - 18/01/2023 14:00:00,28.76,EUR,
18/01/2023 14:00:00 - 18/01/2023 15:00:00,85.9,EUR,
18/01/2023 15:00:00 - 18/01/2023 16:00:00,125.0,EUR,
18/01/2023 16:00:00 - 18/01/2023 17:00:00,160.55,EUR,
18/01/2023 17:00:00 - 18/01/2023 18:00:00,165.35,EUR,
18/01/2023 18:00:00 - 18/01/2023 19:00:00,158.9,EUR,
18/01/2023 19:00:00 - 18/01/2023 20:00:00,155.8,EUR,
18/01/2023 20:00:00 - 18/01/2023 21:00:00,154.7,EUR,
18/01/2023 21:00:00 - 18/01/2023 22:00:00,151.39,EUR,
18/01/2023 22:00:00 - 18/01/2023 23:00:00,102.56,EUR,
18/01/2023 23:00:00 - 19/01/2023 00:00:00,57.61,EUR,
19/01/2023 00:00:00 - 19/01/2023 01:00:00,22.67,EUR,
19/01/2023 01:00:00 - 19/01/2023 02:00:00,9.73,EUR,
19/01/2023 02:00:00 - 19/01/2023 03:00:00,0.49,EUR,
19/01/2023 03:00:00 - 19/01/2023 04:00:00,0.49,EUR,
19/01/2023 04:00:00 - 19/01/2023 05:00:00,0.49,EUR,
19/01/2023 05:00:00 - 19/01/2023 06:00:00,10.14,EUR,
19/01/2023 06:00:00 - 19/01/2023 07:00:00,121.65,EUR,
19/01/2023 07:00:00 - 19/01/2023 08:00:00,144.19,EUR,
19/01/2023 08:00:00 - 19/01/2023 09:00:00,112.0,EUR,
19/01/2023 09:00:00 - 19/01/2023 10:00:00,9.73,EUR,
19/01/2023 10:00:00 - 19/01/2023 11:00:00,9.73,EUR,
19/01/2023 11:00:00 - 19/01/2023 12:00:00,3.05,EUR,
19/01/2023 12:00:00 - 19/01/2023 13:00:00,9.1,EUR,
19/01/2023 13:00:00 - 19/01/2023 14:00:00,9.73,EUR,
19/01/2023 14:00:00 - 19/01/2023 15:00:00,9.73,EUR,
19/01/2023 15:00:00 - 19/01/2023 16:00:00,50.01,EUR,
19/01/2023 16:00:00 - 19/01/2023 17:00:00,182.57,EUR,
19/01/2023 17:00:00 - 19/01/2023 18:00:00,189.06,EUR,
19/01/2023 18:00:00 - 19/01/2023 19:00:00,149.51,EUR,
19/01/2023 19:00:00 - 19/01/2023 20:00:00,133.91,EUR,
19/01/2023 20:00:00 - 19/01/2023 21:00:00,91.25,EUR,
19/01/2023 21:00:00 - 19/01/2023 22:00:00,9.73,EUR,
19/01/2023 22:00:00 - 19/01/2023 23:00:00,68.61,EUR,
19/01/2023 23:00:00 - 20/01/2023 00:00:00,55.0,EUR,
20/01/2023 00:00:00 - 20/01/2023 01:00:00,0.58,EUR,
20/01/2023 01:00:00 - 20/01/2023 02:00:00,0.58,EUR,
20/01/2023 02:00:00 - 20/01/2023 03:00:00,0.58,EUR,
20/01/2023 03:00:00 - 20/01/2023 04:00:00,0.58,EUR,
20/01/2023 04:00:00 - 20/01/2023 05:00:00,0.58,EUR,
20/01/2023 05:00:00 - 20/01/2023 06:00:00,9.73,EUR,
20/01/2023 06:00:00 - 20/01/2023 07:00:00,85.05,EUR,
20/01/2023 07:00:00 - 20/01/2023 08:00:00,206.36,EUR,
20/01/2023 08:00:00 - 20/01/2023 09:00:00,230.95,EUR,
20/01/2023 09:00:00 - 20/01/2023 10:00:00,161.63,EUR,
20/01/2023 10:00:00 - 20/01/2023 11:00:00,111.0,EUR,
20/01/2023 11:00:00 - 20/01/2023 12:00:00,75.94,EUR,
20/01/2023 12:00:00 - 20/01/2023 13:00:00,131.31,EUR,
20/01/2023 13:00:00 - 20/01/2023 14:00:00,140.62,EUR,
20/01/2023 14:00:00 - 20/01/2023 15:00:00,140.63,EUR,
20/01/2023 15:00:00 - 20/01/2023 16:00:00,192.0,EUR,
20/01/2023 16:00:00 - 20/01/2023 17:00:00,200.0,EUR,
20/01/2023 17:00:00 - 20/01/2023 18:00:00,213.8,EUR,
20/01/2023 18:00:00 - 20/01/2023 19:00:00,212.3,EUR,
20/01/2023 19:00:00 - 20/01/2023 20:00:00,207.8,EUR,
20/01/2023 20:00:00 - 20/01/2023 21:00:00,197.95,EUR,
20/01/2023 21:00:00 - 20/01/2023 22:00:00,181.01,EUR,
20/01/2023 22:00:00 - 20/01/2023 23:00:00,178.84,EUR,
20/01/2023 23:00:00 - 21/01/2023 00:00:00,174.99,EUR,
21/01/2023 00:00:00 - 21/01/2023 01:00:00,152.9,EUR,
21/01/2023 01:00:00 - 21/01/2023 02:00:00,73.15,EUR,
21/01/2023 02:00:00 - 21/01/2023 03:00:00,50.0,EUR,
21/01/2023 03:00:00 - 21/01/2023 04:00:00,31.19,EUR,
21/01/2023 04:00:00 - 21/01/2023 05:00:00,32.46,EUR,
21/01/2023 05:00:00 - 21/01/2023 06:00:00,16.0,EUR,
21/01/2023 06:00:00 - 21/01/2023 07:00:00,50.0,EUR,
21/01/2023 07:00:00 - 21/01/2023 08:00:00,100.44,EUR,
21/01/2023 08:00:00 - 21/01/2023 09:00:00,141.89,EUR,
21/01/2023 09:00:00 - 21/01/2023 10:00:00,168.12,EUR,
21/01/2023 10:00:00 - 21/01/2023 11:00:00,150.2,EUR,
21/01/2023 11:00:00 - 21/01/2023 12:00:00,141.33,EUR,
21/01/2023 12:00:00 - 21/01/2023 13:00:00,132.88,EUR,
21/01/2023 13:00:00 - 21/01/2023 14:00:00,115.37,EUR,
21/01/2023 14:00:00 - 21/01/2023 15:00:00,162.22,EUR,
21/01/2023 15:00:00 - 21/01/2023 16:00:00,167.21,EUR,
21/01/2023 16:00:00 - 21/01/2023 17:00:00,172.22,EUR,
21/01/2023 17:00:00 - 21/01/2023 18:00:00,185.72,EUR,
21/01/2023 18:00:00 - 21/01/2023 19:00:00,190.0,EUR,
21/01/2023 19:00:00 - 21/01/2023 20:00:00,190.0,EUR,
21/01/2023 20:00:00 - 21/01/2023 21:00:00,176.07,EUR,
21/01/2023 21:00:00 - 21/01/2023 22:00:00,172.13,EUR,
21/01/2023 22:00:00 - 21/01/2023 23:00:00,170.0,EUR,
21/01/2023 23:00:00 - 22/01/2023 00:00:00,165.04,EUR,
22/01/2023 00:00:00 - 22/01/2023 01:00:00,157.03,EUR,
22/01/2023 01:00:00 - 22/01/2023 02:00:00,162.85,EUR,
22/01/2023 02:00:00 - 22/01/2023 03:00:00,162.76,EUR,
22/01/2023 03:00:00 - 22/01/2023 04:00:00,151.54,EUR,
22/01/2023 04:00:00 - 22/01/2023 05:00:00,151.22,EUR,
22/01/2023 05:00:00 - 22/01/2023 06:00:00,150.12,EUR,
22/01/2023 06:00:00 - 22/01/2023 07:00:00,162.8,EUR,
22/01/2023 07:00:00 - 22/01/2023 08:00:00,183.32,EUR,
22/01/2023 08:00:00 - 22/01/2023 09:00:00,179.8,EUR,
22/01/2023 09:00:00 - 22/01/2023 10:00:00,139.0,EUR,
22/01/2023 10:00:00 - 22/01/2023 11:00:00,130.38,EUR,
22/01/2023 11:00:00 - 22/01/2023 12:00:00,139.29,EUR,
22/01/2023 12:00:00 - 22/01/2023 13:00:00,139.28,EUR,
22/01/2023 13:00:00 - 22/01/2023 14:00:00,108.2,EUR,
22/01/2023 14:00:00 - 22/01/2023 15:00:00,161.0,EUR,
22/01/2023 15:00:00 - 22/01/2023 16:00:00,190.0,EUR,
22/01/2023 16:00:00 - 22/01/2023 17:00:00,193.66,EUR,
22/01/2023 17:00:00 - 22/01/2023 18:00:00,215.72,EUR,
22/01/2023 18:00:00 - 22/01/2023 19:00:00,236.67,EUR,
22/01/2023 19:00:00 - 22/01/2023 20:00:00,240.0,EUR,
22/01/2023 20:00:00 - 22/01/2023 21:00:00,217.51,EUR,
22/01/2023 21:00:00 - 22/01/2023 22:00:00,204.01,EUR,
22/01/2023 22:00:00 - 22/01/2023 23:00:00,190.88,EUR,
22/01/2023 23:00:00 - 23/01/2023 00:00:00,184.0,EUR,
23/01/2023 00:00:00 - 23/01/2023 01:00:00,152.1,EUR,
23/01/2023 01:00:00 - 23/01/2023 02:00:00,139.74,EUR,
23/01/2023 02:00:00 - 23/01/2023 03:00:00,70.0,EUR,
23/01/2023 03:00:00 - 23/01/2023 04:00:00,70.0,EUR,
23/01/2023 04:00:00 - 23/01/2023 05:00:00,151.9,EUR,
23/01/2023 05:00:00 - 23/01/2023 06:00:00,165.9,EUR,
23/01/2023 06:00:00 - 23/01/2023 07:00:00,189.9,EUR,
23/01/2023 07:00:00 - 23/01/2023 08:00:00,225.98,EUR,
23/01/2023 08:00:00 - 23/01/2023 09:00:00,249.0,EUR,
23/01/2023 09:00:00 - 23/01/2023 10:00:00,214.99,EUR,
23/01/2023 10:00:00 - 23/01/2023 11:00:00,190.9,EUR,
23/01/2023 11:00:00 - 23/01/2023 12:00:00,187.97,EUR,
23/01/2023 12:00:00 - 23/01/2023 13:00:00,186.3,EUR,
23/01/2023 13:00:00 - 23/01/2023 14:00:00,187.19,EUR,
23/01/2023 14:00:00 - 23/01/2023 15:00:00,190.9,EUR,
23/01/2023 15:00:00 - 23/01/2023 16:00:00,218.99,EUR,
23/01/2023 16:00:00 - 23/01/2023 17:00:00,224.58,EUR,
23/01/2023 17:00:00 - 23/01/2023 18:00:00,248.9,EUR,
23/01/2023 18:00:00 - 23/01/2023 19:00:00,248.07,EUR,
23/01/2023 19:00:00 - 23/01/2023 20:00:00,223.19,EUR,
23/01/2023 20:00:00 - 23/01/2023 21:00:00,205.0,EUR,
23/01/2023 21:00:00 - 23/01/2023 22:00:00,192.51,EUR,
23/01/2023 22:00:00 - 23/01/2023 23:00:00,190.33,EUR,
23/01/2023 23:00:00 - 24/01/2023 00:00:00,180.32,EUR,
24/01/2023 00:00:00 - 24/01/2023 01:00:00,174.52,EUR,
24/01/2023 01:00:00 - 24/01/2023 02:00:00,162.84,EUR,
24/01/2023 02:00:00 - 24/01/2023 03:00:00,161.56,EUR,
24/01/2023 03:00:00 - 24/01/2023 04:00:00,161.93,EUR,
24/01/2023 04:00:00 - 24/01/2023 05:00:00,162.12,EUR,
24/01/2023 05:00:00 - 24/01/2023 06:00:00,171.05,EUR,
24/01/2023 06:00:00 - 24/01/2023 07:00:00,183.61,EUR,
24/01/2023 07:00:00 - 24/01/2023 08:00:00,210.0,EUR,
24/01/2023 08:00:00 - 24/01/2023 09:00:00,228.46,EUR,
24/01/2023 09:00:00 - 24/01/2023 10:00:00,206.0,EUR,
24/01/2023 10:00:00 - 24/01/2023 11:00:00,183.61,EUR,
24/01/2023 11:00:00 - 24/01/2023 12:00:00,179.99,EUR,
24/01/2023 12:00:00 - 24/01/2023 13:00:00,180.56,EUR,
24/01/2023 13:00:00 - 24/01/2023 14:00:00,179.58,EUR,
24/01/2023 14:00:00 - 24/01/2023 15:00:00,185.0,EUR,
24/01/2023 15:00:00 - 24/01/2023 16:00:00,217.97,EUR,
24/01/2023 16:00:00 - 24/01/2023 17:00:00,224.58,EUR,
24/01/2023 17:00:00 - 24/01/2023 18:00:00,250.0,EUR,
24/01/2023 18:00:00 - 24/01/2023 19:00:00,250.0,EUR,
24/01/2023 19:00:00 - 24/01/2023 20:00:00,229.99,EUR,
24/01/2023 20:00:00 - 24/01/2023 21:00:00,214.02,EUR,
24/01/2023 21:00:00 - 24/01/2023 22:00:00,190.53,EUR,
24/01/2023 22:00:00 - 24/01/2023 23:00:00,185.7,EUR,
24/01/2023 23:00:00 - 25/01/2023 00:00:00,178.83,EUR,
25/01/2023 00:00:00 - 25/01/2023 01:00:00,160.04,EUR,
25/01/2023 01:00:00 - 25/01/2023 02:00:00,156.38,EUR,
25/01/2023 02:00:00 - 25/01/2023 03:00:00,154.26,EUR,
25/01/2023 03:00:00 - 25/01/2023 04:00:00,150.86,EUR,
25/01/2023 04:00:00 - 25/01/2023 05:00:00,150.0,EUR,
25/01/2023 05:00:00 - 25/01/2023 06:00:00,160.6,EUR,
25/01/2023 06:00:00 - 25/01/2023 07:00:00,176.65,EUR,
25/01/2023 07:00:00 - 25/01/2023 08:00:00,200.71,EUR,
25/01/2023 08:00:00 - 25/01/2023 09:00:00,225.04,EUR,
25/01/2023 09:00:00 - 25/01/2023 10:00:00,225.0,EUR,
25/01/2023 10:00:00 - 25/01/2023 11:00:00,212.42,EUR,
25/01/2023 11:00:00 - 25/01/2023 12:00:00,200.98,EUR,
25/01/2023 12:00:00 - 25/01/2023 13:00:00,193.2,EUR,
25/01/2023 13:00:00 - 25/01/2023 14:00:00,185.2,EUR,
25/01/2023 14:00:00 - 25/01/2023 15:00:00,192.51,EUR,
25/01/2023 15:00:00 - 25/01/2023 16:00:00,197.3,EUR,
25/01/2023 16:00:00 - 25/01/2023 17:00:00,199.19,EUR,
25/01/2023 17:00:00 - 25/01/2023 18:00:00,207.56,EUR,
25/01/2023 18:00:00 - 25/01/2023 19:00:00,215.19,EUR,
25/01/2023 19:00:00 - 25/01/2023 20:00:00,210.34,EUR,
25/01/2023 20:00:00 - 25/01/2023 21:00:00,192.28,EUR,
25/01/2023 21:00:00 - 25/01/2023 22:00:00,180.07,EUR,
25/01/2023 22:00:00 - 25/01/2023 23:00:00,175.62,EUR,
25/01/2023 23:00:00 - 26/01/2023 00:00:00,167.0,EUR,
26/01/2023 00:00:00 - 26/01/2023 01:00:00,154.7,EUR,
26/01/2023 01:00:00 - 26/01/2023 02:00:00,148.57,EUR,
26/01/2023 02:00:00 - 26/01/2023 03:00:00,143.19,EUR,
26/01/2023 03:00:00 - 26/01/2023 04:00:00,143.19,EUR,
26/01/2023 04:00:00 - 26/01/2023 05:00:00,142.8,EUR,
26/01/2023 05:00:00 - 26/01/2023 06:00:00,149.99,EUR,
26/01/2023 06:00:00 - 26/01/2023 07:00:00,166.85,EUR,
26/01/2023 07:00:00 - 26/01/2023 08:00:00,186.85,EUR,
26/01/2023 08:00:00 - 26/01/2023 09:00:00,198.95,EUR,
26/01/2023 09:00:00 - 26/01/2023 10:00:00,205.51,EUR,
26/01/2023 10:00:00 - 26/01/2023 11:00:00,197.39,EUR,
26/01/2023 11:00:00 - 26/01/2023 12:00:00,196.47,EUR,
26/01/2023 12:00:00 - 26/01/2023 13:00:00,190.26,EUR,
26/01/2023 13:00:00 - 26/01/2023 14:00:00,181.81,EUR,
26/01/2023 14:00:00 - 26/01/2023 15:00:00,179.15,EUR,
26/01/2023 15:00:00 - 26/01/2023 16:00:00,176.7,EUR,
26/01/2023 16:00:00 - 26/01/2023 17:00:00,182.2,EUR,
26/01/2023 17:00:00 - 26/01/2023 18:00:00,186.2,EUR,
26/01/2023 18:00:00 - 26/01/2023 19:00:00,197.96,EUR,
26/01/2023 19:00:00 - 26/01/2023 20:00:00,193.7,EUR,
26/01/2023 20:00:00 - 26/01/2023 21:00:00,178.36,EUR,
26/01/2023 21:00:00 - 26/01/2023 22:00:00,211.0,EUR,
26/01/2023 22:00:00 - 26/01/2023 23:00:00,221.33,EUR,
26/01/2023 23:00:00 - 27/01/2023 00:00:00,182.04,EUR,
27/01/2023 00:00:00 - 27/01/2023 01:00:00,200.77,EUR,
27/01/2023 01:00:00 - 27/01/2023 02:00:00,214.56,EUR,
27/01/2023 02:00:00 - 27/01/2023 03:00:00,203.45,EUR,
27/01/2023 03:00:00 - 27/01/2023 04:00:00,168.83,EUR,
27/01/2023 04:00:00 - 27/01/2023 05:00:00,152.24,EUR,
27/01/2023 05:00:00 - 27/01/2023 06:00:00,205.22,EUR,
27/01/2023 06:00:00 - 27/01/2023 07:00:00,217.48,EUR,
27/01/2023 07:00:00 - 27/01/2023 08:00:00,220.88,EUR,
27/01/2023 08:00:00 - 27/01/2023 09:00:00,216.81,EUR,
27/01/2023 09:00:00 - 27/01/2023 10:00:00,202.99,EUR,
27/01/2023 10:00:00 - 27/01/2023 11:00:00,217.04,EUR,
27/01/2023 11:00:00 - 27/01/2023 12:00:00,206.96,EUR,
27/01/2023 12:00:00 - 27/01/2023 13:00:00,198.51,EUR,
27/01/2023 13:00:00 - 27/01/2023 14:00:00,188.42,EUR,
27/01/2023 14:00:00 - 27/01/2023 15:00:00,211.72,EUR,
27/01/2023 15:00:00 - 27/01/2023 16:00:00,214.93,EUR,
27/01/2023 16:00:00 - 27/01/2023 17:00:00,227.69,EUR,
27/01/2023 17:00:00 - 27/01/2023 18:00:00,272.81,EUR,
27/01/2023 18:00:00 - 27/01/2023 19:00:00,268.39,EUR,
27/01/2023 19:00:00 - 27/01/2023 20:00:00,226.98,EUR,
27/01/2023 20:00:00 - 27/01/2023 21:00:00,216.27,EUR,
27/01/2023 21:00:00 - 27/01/2023 22:00:00,210.25,EUR,
27/01/2023 22:00:00 - 27/01/2023 23:00:00,205.18,EUR,
27/01/2023 23:00:00 - 28/01/2023 00:00:00,190.02,EUR,
28/01/2023 00:00:00 - 28/01/2023 01:00:00,160.38,EUR,
28/01/2023 01:00:00 - 28/01/2023 02:00:00,162.55,EUR,
28/01/2023 02:00:00 - 28/01/2023 03:00:00,176.7,EUR,
28/01/2023 03:00:00 - 28/01/2023 04:00:00,211.61,EUR,
28/01/2023 04:00:00 - 28/01/2023 05:00:00,201.0,EUR,
28/01/2023 05:00:00 - 28/01/2023 06:00:00,150.0,EUR,
28/01/2023 06:00:00 - 28/01/2023 07:00:00,157.97,EUR,
28/01/2023 07:00:00 - 28/01/2023 08:00:00,160.5,EUR,
28/01/2023 08:00:00 - 28/01/2023 09:00:00,161.52,EUR,
28/01/2023 09:00:00 - 28/01/2023 10:00:00,172.1,EUR,
28/01/2023 10:00:00 - 28/01/2023 11:00:00,161.52,EUR,
28/01/2023 11:00:00 - 28/01/2023 12:00:00,159.74,EUR,
28/01/2023 12:00:00 - 28/01/2023 13:00:00,153.65,EUR,
28/01/2023 13:00:00 - 28/01/2023 14:00:00,145.35,EUR,
28/01/2023 14:00:00 - 28/01/2023 15:00:00,149.8,EUR,
28/01/2023 15:00:00 - 28/01/2023 16:00:00,185.5,EUR,
28/01/2023 16:00:00 - 28/01/2023 17:00:00,198.0,EUR,
28/01/2023 17:00:00 - 28/01/2023 18:00:00,258.33,EUR,
28/01/2023 18:00:00 - 28/01/2023 19:00:00,229.62,EUR,
28/01/2023 19:00:00 - 28/01/2023 20:00:00,220.0,EUR,
28/01/2023 20:00:00 - 28/01/2023 21:00:00,199.99,EUR,
28/01/2023 21:00:00 - 28/01/2023 22:00:00,193.23,EUR,
28/01/2023 22:00:00 - 28/01/2023 23:00:00,198.0,EUR,
28/01/2023 23:00:00 - 29/01/2023 00:00:00,216.99,EUR,
29/01/2023 00:00:00 - 29/01/2023 01:00:00,173.87,EUR,
29/01/2023 01:00:00 - 29/01/2023 02:00:00,261.0,EUR,
29/01/2023 02:00:00 - 29/01/2023 03:00:00,173.87,EUR,
29/01/2023 03:00:00 - 29/01/2023 04:00:00,159.56,EUR,
29/01/2023 04:00:00 - 29/01/2023 05:00:00,173.87,EUR,
29/01/2023 05:00:00 - 29/01/2023 06:00:00,131.89,EUR,
29/01/2023 06:00:00 - 29/01/2023 07:00:00,134.72,EUR,
29/01/2023 07:00:00 - 29/01/2023 08:00:00,150.07,EUR,
29/01/2023 08:00:00 - 29/01/2023 09:00:00,132.0,EUR,
29/01/2023 09:00:00 - 29/01/2023 10:00:00,145.21,EUR,
29/01/2023 10:00:00 - 29/01/2023 11:00:00,130.6,EUR,
29/01/2023 11:00:00 - 29/01/2023 12:00:00,115.58,EUR,
29/01/2023 12:00:00 - 29/01/2023 13:00:00,119.21,EUR,
29/01/2023 13:00:00 - 29/01/2023 14:00:00,116.41,EUR,
29/01/2023 14:00:00 - 29/01/2023 15:00:00,123.59,EUR,
29/01/2023 15:00:00 - 29/01/2023 16:00:00,148.0,EUR,
29/01/2023 16:00:00 - 29/01/2023 17:00:00,162.17,EUR,
29/01/2023 17:00:00 - 29/01/2023 18:00:00,174.91,EUR,
29/01/2023 18:00:00 - 29/01/2023 19:00:00,200.0,EUR,
29/01/2023 19:00:00 - 29/01/2023 20:00:00,215.92,EUR,
29/01/2023 20:00:00 - 29/01/2023 21:00:00,229.83,EUR,
29/01/2023 21:00:00 - 29/01/2023 22:00:00,211.84,EUR,
29/01/2023 22:00:00 - 29/01/2023 23:00:00,173.87,EUR,
29/01/2023 23:00:00 - 30/01/2023 00:00:00,155.88,EUR,
30/01/2023 00:00:00 - 30/01/2023 01:00:00,152.08,EUR,
30/01/2023 01:00:00 - 30/01/2023 02:00:00,148.58,EUR,
30/01/2023 02:00:00 - 30/01/2023 03:00:00,152.04,EUR,
30/01/2023 03:00:00 - 30/01/2023 04:00:00,150.86,EUR,
30/01/2023 04:00:00 - 30/01/2023 05:00:00,152.03,EUR,
30/01/2023 05:00:00 - 30/01/2023 06:00:00,185.34,EUR,
30/01/2023 06:00:00 - 30/01/2023 07:00:00,223.65,EUR,
30/01/2023 07:00:00 - 30/01/2023 08:00:00,262.82,EUR,
30/01/2023 08:00:00 - 30/01/2023 09:00:00,229.35,EUR,
30/01/2023 09:00:00 - 30/01/2023 10:00:00,241.0,EUR,
30/01/2023 10:00:00 - 30/01/2023 11:00:00,254.05,EUR,
30/01/2023 11:00:00 - 30/01/2023 12:00:00,242.5,EUR,
30/01/2023 12:00:00 - 30/01/2023 13:00:00,250.45,EUR,
30/01/2023 13:00:00 - 30/01/2023 14:00:00,251.01,EUR,
30/01/2023 14:00:00 - 30/01/2023 15:00:00,208.57,EUR,
30/01/2023 15:00:00 - 30/01/2023 16:00:00,279.61,EUR,
30/01/2023 16:00:00 - 30/01/2023 17:00:00,271.58,EUR,
30/01/2023 17:00:00 - 30/01/2023 18:00:00,321.0,EUR,
30/01/2023 18:00:00 - 30/01/2023 19:00:00,283.17,EUR,
30/01/2023 19:00:00 - 30/01/2023 20:00:00,281.26,EUR,
30/01/2023 20:00:00 - 30/01/2023 21:00:00,271.7,EUR,
30/01/2023 21:00:00 - 30/01/2023 22:00:00,206.9,EUR,
30/01/2023 22:00:00 - 30/01/2023 23:00:00,221.0,EUR,
30/01/2023 23:00:00 - 31/01/2023 00:00:00,192.0,EUR,
31/01/2023 00:00:00 - 31/01/2023 01:00:00,246.55,EUR,
31/01/2023 01:00:00 - 31/01/2023 02:00:00,268.33,EUR,
31/01/2023 02:00:00 - 31/01/2023 03:00:00,231.0,EUR,
31/01/2023 03:00:00 - 31/01/2023 04:00:00,223.85,EUR,
31/01/2023 04:00:00 - 31/01/2023 05:00:00,241.0,EUR,
31/01/2023 05:00:00 - 31/01/2023 06:00:00,261.0,EUR,
31/01/2023 06:00:00 - 31/01/2023 07:00:00,261.0,EUR,
31/01/2023 07:00:00 - 31/01/2023 08:00:00,269.51,EUR,
31/01/2023 08:00:00 - 31/01/2023 09:00:00,233.33,EUR,
31/01/2023 09:00:00 - 31/01/2023 10:00:00,171.99,EUR,
31/01/2023 10:00:00 - 31/01/2023 11:00:00,168.22,EUR,
31/01/2023 11:00:00 - 31/01/2023 12:00:00,147.32,EUR,
31/01/2023 12:00:00 - 31/01/2023 13:00:00,144.59,EUR,
31/01/2023 13:00:00 - 31/01/2023 14:00:00,147.31,EUR,
31/01/2023 14:00:00 - 31/01/2023 15:00:00,152.64,EUR,
31/01/2023 15:00:00 - 31/01/2023 16:00:00,166.58,EUR,
31/01/2023 16:00:00 - 31/01/2023 17:00:00,188.68,EUR,
31/01/2023 17:00:00 - 31/01/2023 18:00:00,228.44,EUR,
31/01/2023 18:00:00 - 31/01/2023 19:00:00,205.56,EUR,
31/01/2023 19:00:00 - 31/01/2023 20:00:00,215.05,EUR,
31/01/2023 20:00:00 - 31/01/2023 21:00:00,176.48,EUR,
31/01/2023 21:00:00 - 31/01/2023 22:00:00,166.5,EUR,
31/01/2023 22:00:00 - 31/01/2023 23:00:00,164.18,EUR,
31/01/2023 23:00:00 - 01/02/2023 00:00:00,156.3,EUR,
01/02/2023 00:00:00 - 01/02/2023 01:00:00,129.93,EUR,
01/02/2023 01:00:00 - 01/02/2023 02:00:00,120.0,EUR,
01/02/2023 02:00:00 - 01/02/2023 03:00:00,90.37,EUR,
01/02/2023 03:00:00 - 01/02/2023 04:00:00,88.01,EUR,
01/02/2023 04:00:00 - 01/02/2023 05:00:00,123.88,EUR,
