MTU (CET/CEST),Area,Day-ahead Price (EUR/MWh)
05/06/2024 15:00:00 - 05/06/2024 16:00:00,BZN|IT-North,96
05/06/2024 16:00:00 - 05/06/2024 17:00:00,BZN|IT-North,100.9
05/06/2024 17:00:00 - 05/06/2024 18:00:00,BZN|IT-North,101.98
05/06/2024 18:00:00 - 05/06/2024 19:00:00,BZN|IT-North,111
05/06/2024 19:00:00 - 05/06/2024 20:00:00,BZN|IT-North,142.37
05/06/2024 20:00:00 - 05/06/2024 21:00:00,BZN|IT-North,155.25
05/06/2024 21:00:00 - 05/06/2024 22:00:00,BZN|IT-North,148
05/06/2024 22:00:00 - 05/06/2024 23:00:00,BZN|IT-North,120.5
05/06/2024 23:00:00 - 06/06/2024 00:00:00,BZN|IT-North,112.57
06/06/2024 00:00:00 - 06/06/2024 01:00:00,BZN|IT-North,110
06/06/2024 01:00:00 - 06/06/2024 02:00:00,BZN|IT-North,109.13
06/06/2024 02:00:00 - 06/06/2024 03:00:00,BZN|IT-North,105
06/06/2024 03:00:00 - 06/06/2024 04:00:00,BZN|IT-North,102.01
06/06/2024 04:00:00 - 06/06/2024 05:00:00,BZN|IT-North,100
06/06/2024 05:00:00 - 06/06/2024 06:00:00,BZN|IT-North,105
06/06/2024 06:00:00 - 06/06/2024 07:00:00,BZN|IT-North,117.86
06/06/2024 07:00:00 - 06/06/2024 08:00:00,BZN|IT-North,132.21
06/06/2024 08:00:00 - 06/06/2024 09:00:00,BZN|IT-North,125.19
06/06/2024 09:00:00 - 06/06/2024 10:00:00,BZN|IT-North,110
06/06/2024 10:00:00 - 06/06/2024 11:00:00,BZN|IT-North,104.74
06/06/2024 11:00:00 - 06/06/2024 12:00:00,BZN|IT-North,97.1
06/06/2024 12:00:00 - 06/06/2024 13:00:00,BZN|IT-North,69
06/06/2024 13:00:00 - 06/06/2024 14:00:00,BZN|IT-North,65
06/06/2024 14:00:00 - 06/06/2024 15:00:00,BZN|IT-North,75.36
06/06/2024 15:00:00 - 06/06/2024 16:00:00,BZN|IT-North,74.24
06/06/2024 16:00:00 - 06/06/2024 17:00:00,BZN|IT-North,90.59
06/06/2024 17:00:00 - 06/06/2024 18:00:00,BZN|IT-North,94.61
06/06/2024 18:00:00 - 06/06/2024 19:00:00,BZN|IT-North,111.58
06/06/2024 19:00:00 - 06/06/2024 20:00:00,BZN|IT-North,138.13
06/06/2024 20:00:00 - 06/06/2024 21:00:00,BZN|IT-North,143.72
06/06/2024 21:00:00 - 06/06/2024 22:00:00,BZN|IT-North,138.6
06/06/2024 22:00:00 - 06/06/2024 23:00:00,BZN|IT-North,117.72
06/06/2024 23:00:00 - 07/06/2024 00:00:00,BZN|IT-North,110.4
07/06/2024 00:00:00 - 07/06/2024 01:00:00,BZN|IT-North,102
07/06/2024 01:00:00 - 07/06/2024 02:00:00,BZN|IT-North,95.72
07/06/2024 02:00:00 - 07/06/2024 03:00:00,BZN|IT-North,90.3
07/06/2024 03:00:00 - 07/06/2024 04:00:00,BZN|IT-North,89.88
07/06/2024 04:00:00 - 07/06/2024 05:00:00,BZN|IT-North,89
07/06/2024 05:00:00 - 07/06/2024 06:00:00,BZN|IT-North,95.68
07/06/2024 06:00:00 - 07/06/2024 07:00:00,BZN|IT-North,109.47
07/06/2024 07:00:00 - 07/06/2024 08:00:00,BZN|IT-North,122.18
07/06/2024 08:00:00 - 07/06/2024 09:00:00,BZN|IT-North,121.47
07/06/2024 09:00:00 - 07/06/2024 10:00:00,BZN|IT-North,109.58
07/06/2024 10:00:00 - 07/06/2024 11:00:00,BZN|IT-North,104.3
07/06/2024 11:00:00 - 07/06/2024 12:00:00,BZN|IT-North,100.19
07/06/2024 12:00:00 - 07/06/2024 13:00:00,BZN|IT-North,68.52
07/06/2024 13:00:00 - 07/06/2024 14:00:00,BZN|IT-North,64.79
07/06/2024 14:00:00 - 07/06/2024 15:00:00,BZN|IT-North,90
07/06/2024 15:00:00 - 07/06/2024 16:00:00,BZN|IT-North,95
07/06/2024 16:00:00 - 07/06/2024 17:00:00,BZN|IT-North,99.26
07/06/2024 17:00:00 - 07/06/2024 18:00:00,BZN|IT-North,105
07/06/2024 18:00:00 - 07/06/2024 19:00:00,BZN|IT-North,113.61
07/06/2024 19:00:00 - 07/06/2024 20:00:00,BZN|IT-North,135
07/06/2024 20:00:00 - 07/06/2024 21:00:00,BZN|IT-North,134.75
07/06/2024 21:00:00 - 07/06/2024 22:00:00,BZN|IT-North,130.88
07/06/2024 22:00:00 - 07/06/2024 23:00:00,BZN|IT-North,111.2
07/06/2024 23:00:00 - 08/06/2024 00:00:00,BZN|IT-North,105
08/06/2024 00:00:00 - 08/06/2024 01:00:00,BZN|IT-North,121
08/06/2024 01:00:00 - 08/06/2024 02:00:00,BZN|IT-North,115
08/06/2024 02:00:00 - 08/06/2024 03:00:00,BZN|IT-North,108.85
08/06/2024 03:00:00 - 08/06/2024 04:00:00,BZN|IT-North,108.42
08/06/2024 04:00:00 - 08/06/2024 05:00:00,BZN|IT-North,102.69
08/06/2024 05:00:00 - 08/06/2024 06:00:00,BZN|IT-North,106.04
08/06/2024 06:00:00 - 08/06/2024 07:00:00,BZN|IT-North,105.97
08/06/2024 07:00:00 - 08/06/2024 08:00:00,BZN|IT-North,110
08/06/2024 08:00:00 - 08/06/2024 09:00:00,BZN|IT-North,110.42
08/06/2024 09:00:00 - 08/06/2024 10:00:00,BZN|IT-North,98
08/06/2024 10:00:00 - 08/06/2024 11:00:00,BZN|IT-North,97
08/06/2024 11:00:00 - 08/06/2024 12:00:00,BZN|IT-North,93.87
08/06/2024 12:00:00 - 08/06/2024 13:00:00,BZN|IT-North,82.17
08/06/2024 13:00:00 - 08/06/2024 14:00:00,BZN|IT-North,85.1
08/06/2024 14:00:00 - 08/06/2024 15:00:00,BZN|IT-North,93.87
08/06/2024 15:00:00 - 08/06/2024 16:00:00,BZN|IT-North,97
08/06/2024 16:00:00 - 08/06/2024 17:00:00,BZN|IT-North,97.1
08/06/2024 17:00:00 - 08/06/2024 18:00:00,BZN|IT-North,103.64
08/06/2024 18:00:00 - 08/06/2024 19:00:00,BZN|IT-North,111.4
08/06/2024 19:00:00 - 08/06/2024 20:00:00,BZN|IT-North,126.84
08/06/2024 20:00:00 - 08/06/2024 21:00:00,BZN|IT-North,125.12
08/06/2024 21:00:00 - 08/06/2024 22:00:00,BZN|IT-North,129.56
08/06/2024 22:00:00 - 08/06/2024 23:00:00,BZN|IT-North,121.13
08/06/2024 23:00:00 - 09/06/2024 00:00:00,BZN|IT-North,113.97
09/06/2024 00:00:00 - 09/06/2024 01:00:00,BZN|IT-North,104.59
09/06/2024 01:00:00 - 09/06/2024 02:00:00,BZN|IT-North,104.59
09/06/2024 02:00:00 - 09/06/2024 03:00:00,BZN|IT-North,101.25
09/06/2024 03:00:00 - 09/06/2024 04:00:00,BZN|IT-North,95.1
09/06/2024 04:00:00 - 09/06/2024 05:00:00,BZN|IT-North,92.9
09/06/2024 05:00:00 - 09/06/2024 06:00:00,BZN|IT-North,93.28
09/06/2024 06:00:00 - 09/06/2024 07:00:00,BZN|IT-North,80.12
09/06/2024 07:00:00 - 09/06/2024 08:00:00,BZN|IT-North,69
09/06/2024 08:00:00 - 09/06/2024 09:00:00,BZN|IT-North,73
09/06/2024 09:00:00 - 09/06/2024 10:00:00,BZN|IT-North,78.5
09/06/2024 10:00:00 - 09/06/2024 11:00:00,BZN|IT-North,78.73
09/06/2024 11:00:00 - 09/06/2024 12:00:00,BZN|IT-North,82.65
09/06/2024 12:00:00 - 09/06/2024 13:00:00,BZN|IT-North,65.5
09/06/2024 13:00:00 - 09/06/2024 14:00:00,BZN|IT-North,63.41
09/06/2024 14:00:00 - 09/06/2024 15:00:00,BZN|IT-North,72.18
09/06/2024 15:00:00 - 09/06/2024 16:00:00,BZN|IT-North,77.51
09/06/2024 16:00:00 - 09/06/2024 17:00:00,BZN|IT-North,95.79
09/06/2024 17:00:00 - 09/06/2024 18:00:00,BZN|IT-North,100
09/06/2024 18:00:00 - 09/06/2024 19:00:00,BZN|IT-North,103.69
09/06/2024 19:00:00 - 09/06/2024 20:00:00,BZN|IT-North,111.19
09/06/2024 20:00:00 - 09/06/2024 21:00:00,BZN|IT-North,121.13
09/06/2024 21:00:00 - 09/06/2024 22:00:00,BZN|IT-North,119.4
09/06/2024 22:00:00 - 09/06/2024 23:00:00,BZN|IT-North,110
09/06/2024 23:00:00 - 10/06/2024 00:00:00,BZN|IT-North,100.7
10/06/2024 00:00:00 - 10/06/2024 01:00:00,BZN|IT-North,85.33
10/06/2024 01:00:00 - 10/06/2024 02:00:00,BZN|IT-North,79.36
10/06/2024 02:00:00 - 10/06/2024 03:00:00,BZN|IT-North,80.58
10/06/2024 03:00:00 - 10/06/2024 04:00:00,BZN|IT-North,77
10/06/2024 04:00:00 - 10/06/2024 05:00:00,BZN|IT-North,77
10/06/2024 05:00:00 - 10/06/2024 06:00:00,BZN|IT-North,87.37
10/06/2024 06:00:00 - 10/06/2024 07:00:00,BZN|IT-North,105.94
10/06/2024 07:00:00 - 10/06/2024 08:00:00,BZN|IT-North,120.26
10/06/2024 08:00:00 - 10/06/2024 09:00:00,BZN|IT-North,123.26
10/06/2024 09:00:00 - 10/06/2024 10:00:00,BZN|IT-North,108
10/06/2024 10:00:00 - 10/06/2024 11:00:00,BZN|IT-North,89.9
10/06/2024 11:00:00 - 10/06/2024 12:00:00,BZN|IT-North,75.58
10/06/2024 12:00:00 - 10/06/2024 13:00:00,BZN|IT-North,56.89
10/06/2024 13:00:00 - 10/06/2024 14:00:00,BZN|IT-North,45.08
10/06/2024 14:00:00 - 10/06/2024 15:00:00,BZN|IT-North,56.42
10/06/2024 15:00:00 - 10/06/2024 16:00:00,BZN|IT-North,74.9
10/06/2024 16:00:00 - 10/06/2024 17:00:00,BZN|IT-North,79
10/06/2024 17:00:00 - 10/06/2024 18:00:00,BZN|IT-North,92.82
10/06/2024 18:00:00 - 10/06/2024 19:00:00,BZN|IT-North,104.5
10/06/2024 19:00:00 - 10/06/2024 20:00:00,BZN|IT-North,116
10/06/2024 20:00:00 - 10/06/2024 21:00:00,BZN|IT-North,123.26
10/06/2024 21:00:00 - 10/06/2024 22:00:00,BZN|IT-North,119.4
10/06/2024 22:00:00 - 10/06/2024 23:00:00,BZN|IT-North,106.62
10/06/2024 23:00:00 - 11/06/2024 00:00:00,BZN|IT-North,100
11/06/2024 00:00:00 - 11/06/2024 01:00:00,BZN|IT-North,90.85
11/06/2024 01:00:00 - 11/06/2024 02:00:00,BZN|IT-North,80.7
11/06/2024 02:00:00 - 11/06/2024 03:00:00,BZN|IT-North,78.32
11/06/2024 03:00:00 - 11/06/2024 04:00:00,BZN|IT-North,83
11/06/2024 04:00:00 - 11/06/2024 05:00:00,BZN|IT-North,83.05
11/06/2024 05:00:00 - 11/06/2024 06:00:00,BZN|IT-North,87.07
11/06/2024 06:00:00 - 11/06/2024 07:00:00,BZN|IT-North,105.13
11/06/2024 07:00:00 - 11/06/2024 08:00:00,BZN|IT-North,116
11/06/2024 08:00:00 - 11/06/2024 09:00:00,BZN|IT-North,120.34
11/06/2024 09:00:00 - 11/06/2024 10:00:00,BZN|IT-North,107.66
11/06/2024 10:00:00 - 11/06/2024 11:00:00,BZN|IT-North,99
11/06/2024 11:00:00 - 11/06/2024 12:00:00,BZN|IT-North,97.1
11/06/2024 12:00:00 - 11/06/2024 13:00:00,BZN|IT-North,86.89
11/06/2024 13:00:00 - 11/06/2024 14:00:00,BZN|IT-North,83
11/06/2024 14:00:00 - 11/06/2024 15:00:00,BZN|IT-North,95.9
11/06/2024 15:00:00 - 11/06/2024 16:00:00,BZN|IT-North,99
11/06/2024 16:00:00 - 11/06/2024 17:00:00,BZN|IT-North,108.19
11/06/2024 17:00:00 - 11/06/2024 18:00:00,BZN|IT-North,110.91
11/06/2024 18:00:00 - 11/06/2024 19:00:00,BZN|IT-North,116.42
11/06/2024 19:00:00 - 11/06/2024 20:00:00,BZN|IT-North,140
11/06/2024 20:00:00 - 11/06/2024 21:00:00,BZN|IT-North,146
11/06/2024 21:00:00 - 11/06/2024 22:00:00,BZN|IT-North,136.3
11/06/2024 22:00:00 - 11/06/2024 23:00:00,BZN|IT-North,110.91
11/06/2024 23:00:00 - 12/06/2024 00:00:00,BZN|IT-North,108.54
12/06/2024 00:00:00 - 12/06/2024 01:00:00,BZN|IT-North,106.12
12/06/2024 01:00:00 - 12/06/2024 02:00:00,BZN|IT-North,104.1
12/06/2024 02:00:00 - 12/06/2024 03:00:00,BZN|IT-North,100
12/06/2024 03:00:00 - 12/06/2024 04:00:00,BZN|IT-North,93.01
12/06/2024 04:00:00 - 12/06/2024 05:00:00,BZN|IT-North,94.02
12/06/2024 05:00:00 - 12/06/2024 06:00:00,BZN|IT-North,100
12/06/2024 06:00:00 - 12/06/2024 07:00:00,BZN|IT-North,113.63
12/06/2024 07:00:00 - 12/06/2024 08:00:00,BZN|IT-North,127.39
12/06/2024 08:00:00 - 12/06/2024 09:00:00,BZN|IT-North,131.39
12/06/2024 09:00:00 - 12/06/2024 10:00:00,BZN|IT-North,118
12/06/2024 10:00:00 - 12/06/2024 11:00:00,BZN|IT-North,110.55
12/06/2024 11:00:00 - 12/06/2024 12:00:00,BZN|IT-North,104.5
12/06/2024 12:00:00 - 12/06/2024 13:00:00,BZN|IT-North,85.95
12/06/2024 13:00:00 - 12/06/2024 14:00:00,BZN|IT-North,85.95
12/06/2024 14:00:00 - 12/06/2024 15:00:00,BZN|IT-North,96.6
12/06/2024 15:00:00 - 12/06/2024 16:00:00,BZN|IT-North,100
12/06/2024 16:00:00 - 12/06/2024 17:00:00,BZN|IT-North,105
12/06/2024 17:00:00 - 12/06/2024 18:00:00,BZN|IT-North,110.68
12/06/2024 18:00:00 - 12/06/2024 19:00:00,BZN|IT-North,115
12/06/2024 19:00:00 - 12/06/2024 20:00:00,BZN|IT-North,132.18
12/06/2024 20:00:00 - 12/06/2024 21:00:00,BZN|IT-North,139.16
12/06/2024 21:00:00 - 12/06/2024 22:00:00,BZN|IT-North,128
12/06/2024 22:00:00 - 12/06/2024 23:00:00,BZN|IT-North,111.69
12/06/2024 23:00:00 - 13/06/2024 00:00:00,BZN|IT-North,106.55
13/06/2024 00:00:00 - 13/06/2024 01:00:00,BZN|IT-North,94.97
13/06/2024 01:00:00 - 13/06/2024 02:00:00,BZN|IT-North,92.78
13/06/2024 02:00:00 - 13/06/2024 03:00:00,BZN|IT-North,90
13/06/2024 03:00:00 - 13/06/2024 04:00:00,BZN|IT-North,80.25
13/06/2024 04:00:00 - 13/06/2024 05:00:00,BZN|IT-North,84.26
13/06/2024 05:00:00 - 13/06/2024 06:00:00,BZN|IT-North,91.18
13/06/2024 06:00:00 - 13/06/2024 07:00:00,BZN|IT-North,109.77
13/06/2024 07:00:00 - 13/06/2024 08:00:00,BZN|IT-North,123.06
13/06/2024 08:00:00 - 13/06/2024 09:00:00,BZN|IT-North,133.91
13/06/2024 09:00:00 - 13/06/2024 10:00:00,BZN|IT-North,112.39
13/06/2024 10:00:00 - 13/06/2024 11:00:00,BZN|IT-North,107.41
13/06/2024 11:00:00 - 13/06/2024 12:00:00,BZN|IT-North,98.3
13/06/2024 12:00:00 - 13/06/2024 13:00:00,BZN|IT-North,78.6
13/06/2024 13:00:00 - 13/06/2024 14:00:00,BZN|IT-North,76.05
13/06/2024 14:00:00 - 13/06/2024 15:00:00,BZN|IT-North,86.06
13/06/2024 15:00:00 - 13/06/2024 16:00:00,BZN|IT-North,90.49
13/06/2024 16:00:00 - 13/06/2024 17:00:00,BZN|IT-North,97.1
13/06/2024 17:00:00 - 13/06/2024 18:00:00,BZN|IT-North,101.66
13/06/2024 18:00:00 - 13/06/2024 19:00:00,BZN|IT-North,110.85
13/06/2024 19:00:00 - 13/06/2024 20:00:00,BZN|IT-North,129.99
13/06/2024 20:00:00 - 13/06/2024 21:00:00,BZN|IT-North,146
13/06/2024 21:00:00 - 13/06/2024 22:00:00,BZN|IT-North,122
13/06/2024 22:00:00 - 13/06/2024 23:00:00,BZN|IT-North,109.66
13/06/2024 23:00:00 - 14/06/2024 00:00:00,BZN|IT-North,102.54
14/06/2024 00:00:00 - 14/06/2024 01:00:00,BZN|IT-North,109.08
14/06/2024 01:00:00 - 14/06/2024 02:00:00,BZN|IT-North,100
14/06/2024 02:00:00 - 14/06/2024 03:00:00,BZN|IT-North,91.16
14/06/2024 03:00:00 - 14/06/2024 04:00:00,BZN|IT-North,85.42
14/06/2024 04:00:00 - 14/06/2024 05:00:00,BZN|IT-North,89.76
14/06/2024 05:00:00 - 14/06/2024 06:00:00,BZN|IT-North,96.3
14/06/2024 06:00:00 - 14/06/2024 07:00:00,BZN|IT-North,114.01
14/06/2024 07:00:00 - 14/06/2024 08:00:00,BZN|IT-North,132.87
14/06/2024 08:00:00 - 14/06/2024 09:00:00,BZN|IT-North,129.11
14/06/2024 09:00:00 - 14/06/2024 10:00:00,BZN|IT-North,113.51
14/06/2024 10:00:00 - 14/06/2024 11:00:00,BZN|IT-North,104.84
14/06/2024 11:00:00 - 14/06/2024 12:00:00,BZN|IT-North,94.19
14/06/2024 12:00:00 - 14/06/2024 13:00:00,BZN|IT-North,73.27
14/06/2024 13:00:00 - 14/06/2024 14:00:00,BZN|IT-North,70.52
14/06/2024 14:00:00 - 14/06/2024 15:00:00,BZN|IT-North,85.13
14/06/2024 15:00:00 - 14/06/2024 16:00:00,BZN|IT-North,95.45
14/06/2024 16:00:00 - 14/06/2024 17:00:00,BZN|IT-North,100.91
14/06/2024 17:00:00 - 14/06/2024 18:00:00,BZN|IT-North,103.45
14/06/2024 18:00:00 - 14/06/2024 19:00:00,BZN|IT-North,112.92
14/06/2024 19:00:00 - 14/06/2024 20:00:00,BZN|IT-North,137.34
14/06/2024 20:00:00 - 14/06/2024 21:00:00,BZN|IT-North,146.69
14/06/2024 21:00:00 - 14/06/2024 22:00:00,BZN|IT-North,119
14/06/2024 22:00:00 - 14/06/2024 23:00:00,BZN|IT-North,114
14/06/2024 23:00:00 - 15/06/2024 00:00:00,BZN|IT-North,109.08
15/06/2024 00:00:00 - 15/06/2024 01:00:00,BZN|IT-North,105
15/06/2024 01:00:00 - 15/06/2024 02:00:00,BZN|IT-North,100
15/06/2024 02:00:00 - 15/06/2024 03:00:00,BZN|IT-North,84.81
15/06/2024 03:00:00 - 15/06/2024 04:00:00,BZN|IT-North,84.81
15/06/2024 04:00:00 - 15/06/2024 05:00:00,BZN|IT-North,84.81
15/06/2024 05:00:00 - 15/06/2024 06:00:00,BZN|IT-North,68.26
15/06/2024 06:00:00 - 15/06/2024 07:00:00,BZN|IT-North,78.35
15/06/2024 07:00:00 - 15/06/2024 08:00:00,BZN|IT-North,100
15/06/2024 08:00:00 - 15/06/2024 09:00:00,BZN|IT-North,104.64
15/06/2024 09:00:00 - 15/06/2024 10:00:00,BZN|IT-North,100
15/06/2024 10:00:00 - 15/06/2024 11:00:00,BZN|IT-North,100.3
15/06/2024 11:00:00 - 15/06/2024 12:00:00,BZN|IT-North,100.15
15/06/2024 12:00:00 - 15/06/2024 13:00:00,BZN|IT-North,86
15/06/2024 13:00:00 - 15/06/2024 14:00:00,BZN|IT-North,69.89
15/06/2024 14:00:00 - 15/06/2024 15:00:00,BZN|IT-North,71.87
15/06/2024 15:00:00 - 15/06/2024 16:00:00,BZN|IT-North,84.47
15/06/2024 16:00:00 - 15/06/2024 17:00:00,BZN|IT-North,83.43
15/06/2024 17:00:00 - 15/06/2024 18:00:00,BZN|IT-North,94.46
15/06/2024 18:00:00 - 15/06/2024 19:00:00,BZN|IT-North,105
15/06/2024 19:00:00 - 15/06/2024 20:00:00,BZN|IT-North,114.79
15/06/2024 20:00:00 - 15/06/2024 21:00:00,BZN|IT-North,115.51
15/06/2024 21:00:00 - 15/06/2024 22:00:00,BZN|IT-North,115.51
15/06/2024 22:00:00 - 15/06/2024 23:00:00,BZN|IT-North,109.2
15/06/2024 23:00:00 - 16/06/2024 00:00:00,BZN|IT-North,100
16/06/2024 00:00:00 - 16/06/2024 01:00:00,BZN|IT-North,96.08
16/06/2024 01:00:00 - 16/06/2024 02:00:00,BZN|IT-North,76.11
16/06/2024 02:00:00 - 16/06/2024 03:00:00,BZN|IT-North,77
16/06/2024 03:00:00 - 16/06/2024 04:00:00,BZN|IT-North,83.71
16/06/2024 04:00:00 - 16/06/2024 05:00:00,BZN|IT-North,74.56
16/06/2024 05:00:00 - 16/06/2024 06:00:00,BZN|IT-North,72.96
16/06/2024 06:00:00 - 16/06/2024 07:00:00,BZN|IT-North,58.35
16/06/2024 07:00:00 - 16/06/2024 08:00:00,BZN|IT-North,83.71
16/06/2024 08:00:00 - 16/06/2024 09:00:00,BZN|IT-North,88.51
16/06/2024 09:00:00 - 16/06/2024 10:00:00,BZN|IT-North,100
16/06/2024 10:00:00 - 16/06/2024 11:00:00,BZN|IT-North,83.54
16/06/2024 11:00:00 - 16/06/2024 12:00:00,BZN|IT-North,80.15
16/06/2024 12:00:00 - 16/06/2024 13:00:00,BZN|IT-North,50
16/06/2024 13:00:00 - 16/06/2024 14:00:00,BZN|IT-North,20
16/06/2024 14:00:00 - 16/06/2024 15:00:00,BZN|IT-North,9.65
16/06/2024 15:00:00 - 16/06/2024 16:00:00,BZN|IT-North,10
16/06/2024 16:00:00 - 16/06/2024 17:00:00,BZN|IT-North,40
16/06/2024 17:00:00 - 16/06/2024 18:00:00,BZN|IT-North,91.46
16/06/2024 18:00:00 - 16/06/2024 19:00:00,BZN|IT-North,105.31
16/06/2024 19:00:00 - 16/06/2024 20:00:00,BZN|IT-North,110.49
16/06/2024 20:00:00 - 16/06/2024 21:00:00,BZN|IT-North,116.83
16/06/2024 21:00:00 - 16/06/2024 22:00:00,BZN|IT-North,115
16/06/2024 22:00:00 - 16/06/2024 23:00:00,BZN|IT-North,112
16/06/2024 23:00:00 - 17/06/2024 00:00:00,BZN|IT-North,95
17/06/2024 00:00:00 - 17/06/2024 01:00:00,BZN|IT-North,84
17/06/2024 01:00:00 - 17/06/2024 02:00:00,BZN|IT-North,72.43
17/06/2024 02:00:00 - 17/06/2024 03:00:00,BZN|IT-North,64.25
17/06/2024 03:00:00 - 17/06/2024 04:00:00,BZN|IT-North,75
17/06/2024 04:00:00 - 17/06/2024 05:00:00,BZN|IT-North,87.45
17/06/2024 05:00:00 - 17/06/2024 06:00:00,BZN|IT-North,99
17/06/2024 06:00:00 - 17/06/2024 07:00:00,BZN|IT-North,115
17/06/2024 07:00:00 - 17/06/2024 08:00:00,BZN|IT-North,136.43
17/06/2024 08:00:00 - 17/06/2024 09:00:00,BZN|IT-North,137.31
17/06/2024 09:00:00 - 17/06/2024 10:00:00,BZN|IT-North,121.47
17/06/2024 10:00:00 - 17/06/2024 11:00:00,BZN|IT-North,111.19
17/06/2024 11:00:00 - 17/06/2024 12:00:00,BZN|IT-North,108.83
17/06/2024 12:00:00 - 17/06/2024 13:00:00,BZN|IT-North,97.1
17/06/2024 13:00:00 - 17/06/2024 14:00:00,BZN|IT-North,97.1
17/06/2024 14:00:00 - 17/06/2024 15:00:00,BZN|IT-North,111
17/06/2024 15:00:00 - 17/06/2024 16:00:00,BZN|IT-North,111.97
17/06/2024 16:00:00 - 17/06/2024 17:00:00,BZN|IT-North,113.82
17/06/2024 17:00:00 - 17/06/2024 18:00:00,BZN|IT-North,114.17
17/06/2024 18:00:00 - 17/06/2024 19:00:00,BZN|IT-North,126.3
17/06/2024 19:00:00 - 17/06/2024 20:00:00,BZN|IT-North,160
17/06/2024 20:00:00 - 17/06/2024 21:00:00,BZN|IT-North,165
17/06/2024 21:00:00 - 17/06/2024 22:00:00,BZN|IT-North,165
17/06/2024 22:00:00 - 17/06/2024 23:00:00,BZN|IT-North,127.95
17/06/2024 23:00:00 - 18/06/2024 00:00:00,BZN|IT-North,115.14
18/06/2024 00:00:00 - 18/06/2024 01:00:00,BZN|IT-North,110.03
18/06/2024 01:00:00 - 18/06/2024 02:00:00,BZN|IT-North,106.45
18/06/2024 02:00:00 - 18/06/2024 03:00:00,BZN|IT-North,100.1
18/06/2024 03:00:00 - 18/06/2024 04:00:00,BZN|IT-North,100
18/06/2024 04:00:00 - 18/06/2024 05:00:00,BZN|IT-North,98.51
18/06/2024 05:00:00 - 18/06/2024 06:00:00,BZN|IT-North,105.75
18/06/2024 06:00:00 - 18/06/2024 07:00:00,BZN|IT-North,111.21
18/06/2024 07:00:00 - 18/06/2024 08:00:00,BZN|IT-North,123.12
18/06/2024 08:00:00 - 18/06/2024 09:00:00,BZN|IT-North,115
18/06/2024 09:00:00 - 18/06/2024 10:00:00,BZN|IT-North,110.03
18/06/2024 10:00:00 - 18/06/2024 11:00:00,BZN|IT-North,101
18/06/2024 11:00:00 - 18/06/2024 12:00:00,BZN|IT-North,96.12
18/06/2024 12:00:00 - 18/06/2024 13:00:00,BZN|IT-North,80
18/06/2024 13:00:00 - 18/06/2024 14:00:00,BZN|IT-North,83.7
18/06/2024 14:00:00 - 18/06/2024 15:00:00,BZN|IT-North,93.4
18/06/2024 15:00:00 - 18/06/2024 16:00:00,BZN|IT-North,100
18/06/2024 16:00:00 - 18/06/2024 17:00:00,BZN|IT-North,101.93
18/06/2024 17:00:00 - 18/06/2024 18:00:00,BZN|IT-North,110.03
18/06/2024 18:00:00 - 18/06/2024 19:00:00,BZN|IT-North,116.93
18/06/2024 19:00:00 - 18/06/2024 20:00:00,BZN|IT-North,141.87
18/06/2024 20:00:00 - 18/06/2024 21:00:00,BZN|IT-North,150.55
18/06/2024 21:00:00 - 18/06/2024 22:00:00,BZN|IT-North,141.87
18/06/2024 22:00:00 - 18/06/2024 23:00:00,BZN|IT-North,115
18/06/2024 23:00:00 - 19/06/2024 00:00:00,BZN|IT-North,110.03
19/06/2024 00:00:00 - 19/06/2024 01:00:00,BZN|IT-North,109.81
19/06/2024 01:00:00 - 19/06/2024 02:00:00,BZN|IT-North,107.53
19/06/2024 02:00:00 - 19/06/2024 03:00:00,BZN|IT-North,104.17
19/06/2024 03:00:00 - 19/06/2024 04:00:00,BZN|IT-North,100.1
19/06/2024 04:00:00 - 19/06/2024 05:00:00,BZN|IT-North,99.6
19/06/2024 05:00:00 - 19/06/2024 06:00:00,BZN|IT-North,102.5
19/06/2024 06:00:00 - 19/06/2024 07:00:00,BZN|IT-North,110.57
19/06/2024 07:00:00 - 19/06/2024 08:00:00,BZN|IT-North,113.98
19/06/2024 08:00:00 - 19/06/2024 09:00:00,BZN|IT-North,114.59
19/06/2024 09:00:00 - 19/06/2024 10:00:00,BZN|IT-North,111.82
19/06/2024 10:00:00 - 19/06/2024 11:00:00,BZN|IT-North,108.45
19/06/2024 11:00:00 - 19/06/2024 12:00:00,BZN|IT-North,100.25
19/06/2024 12:00:00 - 19/06/2024 13:00:00,BZN|IT-North,89.25
19/06/2024 13:00:00 - 19/06/2024 14:00:00,BZN|IT-North,90
19/06/2024 14:00:00 - 19/06/2024 15:00:00,BZN|IT-North,100.1
19/06/2024 15:00:00 - 19/06/2024 16:00:00,BZN|IT-North,108.45
19/06/2024 16:00:00 - 19/06/2024 17:00:00,BZN|IT-North,110
19/06/2024 17:00:00 - 19/06/2024 18:00:00,BZN|IT-North,111.85
19/06/2024 18:00:00 - 19/06/2024 19:00:00,BZN|IT-North,115
19/06/2024 19:00:00 - 19/06/2024 20:00:00,BZN|IT-North,141.53
19/06/2024 20:00:00 - 19/06/2024 21:00:00,BZN|IT-North,146.8
19/06/2024 21:00:00 - 19/06/2024 22:00:00,BZN|IT-North,131.97
19/06/2024 22:00:00 - 19/06/2024 23:00:00,BZN|IT-North,114.5
